row_index,pairId,entryId,artefact,table_id,summary_idx,question_idx,question_text,rendered_path,variant_a,variant_b
"95","c2_2_146_s4_q1_95","c2_2_146_s4_q1_95","c2_2","146","4","1","Which five constituency numbers have the largest victory margins, including extreme cases like margins above one million votes?","charts/c2_2/146/sum4_ques1","",""
"96","c2_2_146_s4_q8_96","c2_2_146_s4_q8_96","c2_2","146","4","8","Are there noticeable gaps or jumps in victory margins between consecutive constituency numbers that suggest irregular patterns?","charts/c2_2/146/sum4_ques8","",""
"97","c2_2_146_s3_q2_97","c2_2_146_s3_q2_97","c2_2","146","3","2","In which constituencies did newcomers such as ABDUL RASHID SHEIKH emerge as the leading face over more established rivals?","charts/c2_2/146/sum3_ques2","",""
"98","c2_2_146_s3_q4_98","c2_2_146_s3_q4_98","c2_2","146","3","4","How do candidate matchups in high-profile constituencies like Wayanad differ from those in places like AJMER or ALWAR?","charts/c2_2/146/sum3_ques4","",""
"99","c2_2_146_s1_q1_99","c2_2_146_s1_q1_99","c2_2","146","1","1","Which political parties hold the highest number of constituencies nationwide based on declared outcomes?","charts/c2_2/146/sum1_ques1","",""
"100","c2_2_146_s1_q5_100","c2_2_146_s1_q5_100","c2_2","146","1","5","How does the share of declared versus uncontested results differ across political parties?","charts/c2_2/146/sum1_ques5","",""
"101","c2_2_151_s1_q4_gen2_sug1.png__gen2_sug3.png","c2_2_151_s1_q4_gen2_sug1.png__gen2_sug3.png","c2_2","151","1","4","Which gender has more students clustered near perfect scores between 95 and 100 in math?","charts/c2_2/151/sum1_ques4","gen2_sug1.png","gen2_sug3.png"
"102","c2_2_151_s1_q4_gen2_sug1.png__gen1_sug2.png","c2_2_151_s1_q4_gen2_sug1.png__gen1_sug2.png","c2_2","151","1","4","Which gender has more students clustered near perfect scores between 95 and 100 in math?","charts/c2_2/151/sum1_ques4","gen2_sug1.png","gen1_sug2.png"
"103","c2_2_151_s3_q2_gen2_sug2.png__gen1_sug1.png","c2_2_151_s3_q2_gen2_sug2.png__gen1_sug1.png","c2_2","151","3","2","How do reading score distributions differ between students who completed test preparation and those who did not?","charts/c2_2/151/sum3_ques2","gen2_sug2.png","gen1_sug1.png"
"104","c2_2_151_s3_q7_104","c2_2_151_s3_q7_104","c2_2","151","3","7","How consistent are the score ranges in math, reading, and writing for students who completed test preparation?","charts/c2_2/151/sum3_ques7","",""
"105","c2_2_151_s4_q8_gen1_sug3.png__gen1_sug2.png","c2_2_151_s4_q8_gen1_sug3.png__gen1_sug2.png","c2_2","151","4","8","What proportion of students scoring above 90 in reading comes from each parental education level?","charts/c2_2/151/sum4_ques8","gen1_sug3.png","gen1_sug2.png"
"106","c2_2_151_s2_q7_gen3_sug4.png__gen3_sug7.png","c2_2_151_s2_q7_gen3_sug4.png__gen3_sug7.png","c2_2","151","2","7","How are math scores distributed within the group of students whose parents did not complete high school?","charts/c2_2/151/sum2_ques7","gen3_sug4.png","gen3_sug7.png"
"107","c2_2_223_s4_q1_gen1_sug1.png__gen1_sug2.png","c2_2_223_s4_q1_gen1_sug1.png__gen1_sug2.png","c2_2","223","4","1","How has India’s overall trade balance shifted from the 1997 financial year to the 2022 financial year?","charts/c2_2/223/sum4_ques1","gen1_sug1.png","gen1_sug2.png"
"108","c2_2_223_s4_q1_gen1_sug2.png__gen1_sug3.png","c2_2_223_s4_q1_gen1_sug2.png__gen1_sug3.png","c2_2","223","4","1","How has India’s overall trade balance shifted from the 1997 financial year to the 2022 financial year?","charts/c2_2/223/sum4_ques1","gen1_sug2.png","gen1_sug3.png"
"109","c2_2_223_s4_q1_gen1_sug1.png__gen2_sug4.png","c2_2_223_s4_q1_gen1_sug1.png__gen2_sug4.png","c2_2","223","4","1","How has India’s overall trade balance shifted from the 1997 financial year to the 2022 financial year?","charts/c2_2/223/sum4_ques1","gen1_sug1.png","gen2_sug4.png"
"110","c2_2_223_s4_q7_gen2_sug1.png__gen1_sug2.png","c2_2_223_s4_q7_gen2_sug1.png__gen1_sug2.png","c2_2","223","4","7","Are there any financial years where exports and imports were nearly equal, resulting in a minimal trade imbalance?","charts/c2_2/223/sum4_ques7","gen2_sug1.png","gen1_sug2.png"
"111","c2_2_223_s3_q6_gen2_sug6.png__gen1_sug2.png","c2_2_223_s3_q6_gen2_sug6.png__gen1_sug2.png","c2_2","223","3","6","What proportion of India’s total trade in the financial year starting 2015 is accounted for by the top 10 partner countries?","charts/c2_2/223/sum3_ques6","gen2_sug6.png","gen1_sug2.png"
"112","c2_2_223_s3_q6_gen1_sug6.png__gen1_sug2.png","c2_2_223_s3_q6_gen1_sug6.png__gen1_sug2.png","c2_2","223","3","6","What proportion of India’s total trade in the financial year starting 2015 is accounted for by the top 10 partner countries?","charts/c2_2/223/sum3_ques6","gen1_sug6.png","gen1_sug2.png"
"113","c2_2_223_s2_q2_gen1_sug1.png__gen2_sug2.png","c2_2_223_s2_q2_gen1_sug1.png__gen2_sug2.png","c2_2","223","2","2","Which financial years show the highest total trade values compared to earlier periods in the late 1990s such as 1997–1998?","charts/c2_2/223/sum2_ques2","gen1_sug1.png","gen2_sug2.png"
"114","c2_2_223_s2_q5_gen1_sug1.png__gen1_sug2.png","c2_2_223_s2_q5_gen1_sug1.png__gen1_sug2.png","c2_2","223","2","5","Are there any financial years where total trade drops sharply compared to the immediately preceding year, suggesting a possible anomaly?","charts/c2_2/223/sum2_ques5","gen1_sug1.png","gen1_sug2.png"
"115","c2_2_223_s2_q5_gen1_sug1.png__gen2_sug4.png","c2_2_223_s2_q5_gen1_sug1.png__gen2_sug4.png","c2_2","223","2","5","Are there any financial years where total trade drops sharply compared to the immediately preceding year, suggesting a possible anomaly?","charts/c2_2/223/sum2_ques5","gen1_sug1.png","gen2_sug4.png"
"116","c2_2_227_s2_q2_gen1_sug1.png__gen2_sug4.png","c2_2_227_s2_q2_gen1_sug1.png__gen2_sug4.png","c2_2","227","2","2","Which IQ ranges show the highest proportion of biased judgments marked as present?","charts/c2_2/227/sum2_ques2","gen1_sug1.png","gen2_sug4.png"
"117","c2_2_254_s4_q1_117","c2_2_254_s4_q1_117","c2_2","254","4","1","Which days show the largest daily percent gains despite having relatively narrow intraday price ranges?","charts/c2_2/254/sum4_ques1","",""
"118","c2_2_270_s3_q2_gen1_sug3.png__gen1_sug1.png","c2_2_270_s3_q2_gen1_sug3.png__gen1_sug1.png","c2_2","270","3","2","How do daily bicycle crossing counts on the Williamsburg crossing compare with the Manhattan crossing around early April?","charts/c2_2/270/sum3_ques2","gen1_sug3.png","gen1_sug1.png"
"119","c2_2_270_s3_q5_gen1_sug1.png__gen2_sug1.png","c2_2_270_s3_q5_gen1_sug1.png__gen2_sug1.png","c2_2","270","3","5","How do bicycle crossing volumes on the Brooklyn crossing change from the start of April to the end of the month?","charts/c2_2/270/sum3_ques5","gen1_sug1.png","gen2_sug1.png"
"120","c2_2_270_s3_q5_gen2_sug2.png__gen2_sug1.png","c2_2_270_s3_q5_gen2_sug2.png__gen2_sug1.png","c2_2","270","3","5","How do bicycle crossing volumes on the Brooklyn crossing change from the start of April to the end of the month?","charts/c2_2/270/sum3_ques5","gen2_sug2.png","gen2_sug1.png"
"121","c2_2_270_s1_q5_gen1_sug1.png__gen2_sug5.png","c2_2_270_s1_q5_gen1_sug1.png__gen2_sug5.png","c2_2","270","1","5","How did total bicycle crossings trend over the month of April 2016 as daily temperatures gradually increased?","charts/c2_2/270/sum1_ques5","gen1_sug1.png","gen2_sug5.png"
"122","c2_2_270_s1_q5_gen1_sug1.png__gen3_sug6.png","c2_2_270_s1_q5_gen1_sug1.png__gen3_sug6.png","c2_2","270","1","5","How did total bicycle crossings trend over the month of April 2016 as daily temperatures gradually increased?","charts/c2_2/270/sum1_ques5","gen1_sug1.png","gen3_sug6.png"
"123","c2_2_270_s4_q5_gen2_sug1.png__gen2_sug6.png","c2_2_270_s4_q5_gen2_sug1.png__gen2_sug6.png","c2_2","270","4","5","How does the total number of bicycle crossings differ between days with measurable rainfall, i.e. greater than 0.2 inches and days with only trace precipitation?","charts/c2_2/270/sum4_ques5","gen2_sug1.png","gen2_sug6.png"
"124","c2_2_270_s4_q6_124","c2_2_270_s4_q6_124","c2_2","270","4","6","What is the distribution of daily bicycle crossing totals across all April 2016 dates?","charts/c2_2/270/sum4_ques6","",""
"125","c2_2_338_s4_q4_gen1_sug1.png__gen2_sug3.png","c2_2_338_s4_q4_gen1_sug1.png__gen2_sug3.png","c2_2","338","4","4","How does average defect percentage change as worker efficiency increases?","charts/c2_2/338/sum4_ques4","gen1_sug1.png","gen2_sug3.png"
"126","c2_2_338_s4_q4_gen1_sug2.png__gen2_sug1.png","c2_2_338_s4_q4_gen1_sug2.png__gen2_sug1.png","c2_2","338","4","4","How does average defect percentage change as worker efficiency increases?","charts/c2_2/338/sum4_ques4","gen1_sug2.png","gen2_sug1.png"
"127","c2_2_338_s3_q2_gen1_sug1.png__gen1_sug3.png","c2_2_338_s3_q2_gen1_sug1.png__gen1_sug3.png","c2_2","338","3","2","How does manufacturing cost change as energy efficiency rises from about 0.10 to 0.50?","charts/c2_2/338/sum3_ques2","gen1_sug1.png","gen1_sug3.png"
"128","c2_2_338_s3_q2_gen1_sug1.png__gen1_sug2.png","c2_2_338_s3_q2_gen1_sug1.png__gen1_sug2.png","c2_2","338","3","2","How does manufacturing cost change as energy efficiency rises from about 0.10 to 0.50?","charts/c2_2/338/sum3_ques2","gen1_sug1.png","gen1_sug2.png"
"129","c2_2_338_s1_q5_gen1_sug2.png__gen1_sug1.png","c2_2_338_s1_q5_gen1_sug2.png__gen1_sug1.png","c2_2","338","1","5","Which supplier quality score ranges show unusually high defect percentages despite being close to top-tier levels?","charts/c2_2/338/sum1_ques5","gen1_sug2.png","gen1_sug1.png"
"130","c2_2_338_s1_q5_gen2_sug1.png__gen1_sug1.png","c2_2_338_s1_q5_gen2_sug1.png__gen1_sug1.png","c2_2","338","1","5","Which supplier quality score ranges show unusually high defect percentages despite being close to top-tier levels?","charts/c2_2/338/sum1_ques5","gen2_sug1.png","gen1_sug1.png"
"131","c2_2_352_s1_q3_gen1_sug2.png__gen2_sug3.png","c2_2_352_s1_q3_gen1_sug2.png__gen2_sug3.png","c2_2","352","1","3","How does reported motion discomfort vary as session length increases from about 5 minutes to 60 minutes?","charts/c2_2/352/sum1_ques3","gen1_sug2.png","gen2_sug3.png"
"132","c2_2_352_s1_q5_gen1_sug1.png__gen1_sug2.png","c2_2_352_s1_q5_gen1_sug1.png__gen1_sug2.png","c2_2","352","1","5","Which ages experience the lowest motion discomfort during short sessions under 10 minutes?","charts/c2_2/352/sum1_ques5","gen1_sug1.png","gen1_sug2.png"
"133","c2_2_352_s2_q2_gen2_sug1.png__gen1_sug3.png","c2_2_352_s2_q2_gen2_sug1.png__gen1_sug3.png","c2_2","352","2","2","Which headset shows the highest typical motion sickness rating on the 1–10 scale?","charts/c2_2/352/sum2_ques2","gen2_sug1.png","gen1_sug3.png"
"134","c2_2_352_s2_q4_gen1_sug2.png__gen1_sug3.png","c2_2_352_s2_q4_gen1_sug2.png__gen1_sug3.png","c2_2","352","2","4","For experiences rated at the highest immersion level of 5, which headset has the lowest average motion sickness?","charts/c2_2/352/sum2_ques4","gen1_sug2.png","gen1_sug3.png"
"135","c2_2_352_s3_q4_gen1_sug1.png__gen1_sug3.png","c2_2_352_s3_q4_gen1_sug1.png__gen1_sug3.png","c2_2","352","3","4","What is the typical session length for Male users at each immersion rating level?","charts/c2_2/352/sum3_ques4","gen1_sug1.png","gen1_sug3.png"
"136","c2_2_366_s2_q4_gen2_sug1.png__gen2_sug2.png","c2_2_366_s2_q4_gen2_sug1.png__gen2_sug2.png","c2_2","366","2","4","How does enrollment change as course length increases from very short offerings under 1 hour to long courses approaching 70 hours?","charts/c2_2/366/sum2_ques4","gen2_sug1.png","gen2_sug2.png"
"137","c2_2_366_s1_q6_gen1_sug1.png__gen1_sug3.png","c2_2_366_s1_q6_gen1_sug1.png__gen1_sug3.png","c2_2","366","1","6","Which subject contains paid courses with unusually high prices near $200 but relatively low enrollment counts?","charts/c2_2/366/sum1_ques6","gen1_sug1.png","gen1_sug3.png"
"138","c2_2_366_s1_q7_gen1_sug1.png__gen2_sug2.png","c2_2_366_s1_q7_gen1_sug1.png__gen2_sug2.png","c2_2","366","1","7","Among courses with more than 10,000 enrolled learners, which subject category appears most frequently?","charts/c2_2/366/sum1_ques7","gen1_sug1.png","gen2_sug2.png"
"139","c2_2_366_s4_q1_gen1_sug3.png__gen2_sug2.png","c2_2_366_s4_q1_gen1_sug3.png__gen2_sug2.png","c2_2","366","4","1","How do subscriber counts compare between free courses priced at $0 and paid courses across the platform?","charts/c2_2/366/sum4_ques1","gen1_sug3.png","gen2_sug2.png"
"140","c2_2_366_s4_q2_gen2_sug2.png__gen2_sug1.png","c2_2_366_s4_q2_gen2_sug2.png__gen2_sug1.png","c2_2","366","4","2","Which price points between $20 and $200 attract the highest average number of subscribers?","charts/c2_2/366/sum4_ques2","gen2_sug2.png","gen2_sug1.png"
"141","c2_2_366_s4_q2_gen2_sug1.png__gen2_sug3.png","c2_2_366_s4_q2_gen2_sug1.png__gen2_sug3.png","c2_2","366","4","2","Which price points between $20 and $200 attract the highest average number of subscribers?","charts/c2_2/366/sum4_ques2","gen2_sug1.png","gen2_sug3.png"
"142","c2_2_366_s4_q2_gen1_sug1.png__gen1_sug2.png","c2_2_366_s4_q2_gen1_sug1.png__gen1_sug2.png","c2_2","366","4","2","Which price points between $20 and $200 attract the highest average number of subscribers?","charts/c2_2/366/sum4_ques2","gen1_sug1.png","gen1_sug2.png"
"143","c2_2_366_s3_q1_gen1_sug1.png__gen1_sug4.png","c2_2_366_s3_q1_gen1_sug1.png__gen1_sug4.png","c2_2","366","3","1","How has learner enrollment changed from courses published around 2011 to those released closer to 2017?","charts/c2_2/366/sum3_ques1","gen1_sug1.png","gen1_sug4.png"
"144","c2_2_366_s3_q1_gen2_sug3.png__gen1_sug4.png","c2_2_366_s3_q1_gen2_sug3.png__gen1_sug4.png","c2_2","366","3","1","How has learner enrollment changed from courses published around 2011 to those released closer to 2017?","charts/c2_2/366/sum3_ques1","gen2_sug3.png","gen1_sug4.png"
"145","c2_2_366_s3_q7_gen2_sug1.png__gen2_sug2.png","c2_2_366_s3_q7_gen2_sug1.png__gen2_sug2.png","c2_2","366","3","7","How do average review counts compare across subjects for courses released in the same year?","charts/c2_2/366/sum3_ques7","gen2_sug1.png","gen2_sug2.png"
"146","c2_2_384_s1_q4_gen2_sug2.png__gen1_sug1.png","c2_2_384_s1_q4_gen2_sug2.png__gen1_sug1.png","c2_2","384","1","4","How does South Korea’s share of economic output devoted to research and development compare with that of Germany and France?","charts/c2_2/384/sum1_ques4","gen2_sug2.png","gen1_sug1.png"
"147","c2_2_384_s1_q4_gen1_sug2.png__gen1_sug3.png","c2_2_384_s1_q4_gen1_sug2.png__gen1_sug3.png","c2_2","384","1","4","How does South Korea’s share of economic output devoted to research and development compare with that of Germany and France?","charts/c2_2/384/sum1_ques4","gen1_sug2.png","gen1_sug3.png"
"148","c2_2_384_s1_q6_gen1_sug2.png__gen1_sug3.png","c2_2_384_s1_q6_gen1_sug2.png__gen1_sug3.png","c2_2","384","1","6","How are countries distributed when comparing total research spending against the percentage of GDP invested in innovation?","charts/c2_2/384/sum1_ques6","gen1_sug2.png","gen1_sug3.png"
"149","c2_2_388_s1_q1_gen1_sug4.png__gen2_sug1.png","c2_2_388_s1_q1_gen1_sug4.png__gen2_sug1.png","c2_2","388","1","1","Which countries produce the highest carbon dioxide emissions among the group that includes the United States, China, and India?","charts/c2_2/388/sum1_ques1","gen1_sug4.png","gen2_sug1.png"
"150","c2_2_388_s1_q5_gen1_sug3.png__gen1_sug2.png","c2_2_388_s1_q5_gen1_sug3.png__gen1_sug2.png","c2_2","388","1","5","Which country stands out as an outlier with exceptionally high emissions relative to its forest area?","charts/c2_2/388/sum1_ques5","gen1_sug3.png","gen1_sug2.png"
"151","c2_2_396_s2_q8_gen2_sug1.png__gen2_sug2.png","c2_2_396_s2_q8_gen2_sug1.png__gen2_sug2.png","c2_2","396","2","8","Do Germany and Japan show similar patterns in trade concentration compared with the United States across the six observations?","charts/c2_2/396/sum2_ques8","gen2_sug1.png","gen2_sug2.png"
"152","c2_2_396_s3_q2_gen1_sug3.png__gen1_sug1.png","c2_2_396_s3_q2_gen1_sug3.png__gen1_sug1.png","c2_2","396","3","2","How do trade volumes involving China compare to those involving India across the six recorded trade observations?","charts/c2_2/396/sum3_ques2","gen1_sug3.png","gen1_sug1.png"
"153","c2_2_396_s3_q2_gen1_sug4.png__gen1_sug1.png","c2_2_396_s3_q2_gen1_sug4.png__gen1_sug1.png","c2_2","396","3","2","How do trade volumes involving China compare to those involving India across the six recorded trade observations?","charts/c2_2/396/sum3_ques2","gen1_sug4.png","gen1_sug1.png"
"154","c2_2_480_s1_q3_gen1_sug1.png__gen2_sug2.png","c2_2_480_s1_q3_gen1_sug1.png__gen2_sug2.png","c2_2","480","1","3","How does the area devoted to agriculture compare with the area covered by forests?","charts/c2_2/480/sum1_ques3","gen1_sug1.png","gen2_sug2.png"
"155","c2_2_480_s1_q7_gen2_sug1.png__gen2_sug3.png","c2_2_480_s1_q7_gen2_sug1.png__gen2_sug3.png","c2_2","480","1","7","How dominant is agricultural land compared with all other categories in terms of area size?","charts/c2_2/480/sum1_ques7","gen2_sug1.png","gen2_sug3.png"
"156","c2_2_270_s5_q1_gen2_sug3.png__gen2_sug2.png","c2_2_270_s5_q1_gen2_sug3.png__gen2_sug2.png","c2_2","270","5","1","Which bridge shows the strongest increase in daily crossings as high temperature rises from below 50°F to above 70°F?","charts/c2_2/270/sum5_ques1","gen2_sug3.png","gen2_sug2.png"
"157","c2_2_270_s5_q1_gen2_sug6.png__gen3_sug1.png","c2_2_270_s5_q1_gen2_sug6.png__gen3_sug1.png","c2_2","270","5","1","Which bridge shows the strongest increase in daily crossings as high temperature rises from below 50°F to above 70°F?","charts/c2_2/270/sum5_ques1","gen2_sug6.png","gen3_sug1.png"
"158","c2_2_270_s5_q1_gen2_sug6.png__gen3_sug6.png","c2_2_270_s5_q1_gen2_sug6.png__gen3_sug6.png","c2_2","270","5","1","Which bridge shows the strongest increase in daily crossings as high temperature rises from below 50°F to above 70°F?","charts/c2_2/270/sum5_ques1","gen2_sug6.png","gen3_sug6.png"
"159","c2_2_270_s5_q2_gen2_sug2.png__gen2_sug5.png","c2_2_270_s5_q2_gen2_sug2.png__gen2_sug5.png","c2_2","270","5","2","On days with high temperatures above 70°F, which bridge captures the largest share of total crossings compared to cooler days below 50°F?","charts/c2_2/270/sum5_ques2","gen2_sug2.png","gen2_sug5.png"
"160","c2_2_270_s5_q3_gen2_sug4.png__gen3_sug1.png","c2_2_270_s5_q3_gen2_sug4.png__gen3_sug1.png","c2_2","270","5","3","How does the ratio of Williamsburg Bridge crossings to Manhattan Bridge crossings change between cold days under 45°F and warm days above 65°F?","charts/c2_2/270/sum5_ques3","gen2_sug4.png","gen3_sug1.png"
"161","c2_2_270_s5_q4_gen2_sug5.png__gen1_sug2.png","c2_2_270_s5_q4_gen2_sug5.png__gen1_sug2.png","c2_2","270","5","4","Which bridge has the most stable ridership across the full temperature range from about 40°F to 80°F?","charts/c2_2/270/sum5_ques4","gen2_sug5.png","gen1_sug2.png"
"162","c2_3_38_s1_q1_gen1_sug1.png__gen1_sug2.png","c2_3_38_s1_q1_gen1_sug1.png__gen1_sug2.png","c2_3","38","1","1","How has the average salary in USD changed from 2020 to 2022 for each experience level?","charts/c2_3/38/sum1_ques1","gen1_sug1.png","gen1_sug2.png"
"163","c2_3_38_s1_q3_gen2_sug1.png__gen1_sug3.png","c2_3_38_s1_q3_gen2_sug1.png__gen1_sug3.png","c2_3","38","1","3","Is the gap in salary in USD between entry-level and senior-level roles widening or narrowing over time?","charts/c2_3/38/sum1_ques3","gen2_sug1.png","gen1_sug3.png"
"164","c2_3_38_s3_q1_gen1_sug1.png__gen2_sug4.png","c2_3_38_s3_q1_gen1_sug1.png__gen2_sug4.png","c2_3","38","3","1","How does average salary in USD compare across fully on-site, hybrid, and fully remote roles?","charts/c2_3/38/sum3_ques1","gen1_sug1.png","gen2_sug4.png"
"165","c2_3_42_s4_q1_gen2_sug1.png__gen2_sug2.png","c2_3_42_s4_q1_gen2_sug1.png__gen2_sug2.png","c2_3","42","4","1","How does urine pH differ between patients with and without kidney stones?","charts/c2_3/42/sum4_ques1","gen2_sug1.png","gen2_sug2.png"
"166","c2_3_42_s1_q2_gen2_sug4.png__gen1_sug1.png","c2_3_42_s1_q2_gen2_sug4.png__gen1_sug1.png","c2_3","42","1","2","What relationship is observed between urinary calcium levels and kidney stone presence?","charts/c2_3/42/sum1_ques2","gen2_sug4.png","gen1_sug1.png"
"167","c2_3_42_s3_q1_gen2_sug1.png__gen2_sug3.png","c2_3_42_s3_q1_gen2_sug1.png__gen2_sug3.png","c2_3","42","3","1","How does kidney stone occurrence differ across levels of urinary calcium concentration?","charts/c2_3/42/sum3_ques1","gen2_sug1.png","gen2_sug3.png"
"168","c2_3_71_s1_q1_gen1_sug1.png__gen2_sug4.png","c2_3_71_s1_q1_gen1_sug1.png__gen2_sug4.png","c2_3","71","1","1","How does the number of public versus privately controlled higher education institutions compare across different U.S. states?","charts/c2_3/71/sum1_ques1","gen1_sug1.png","gen2_sug4.png"
"169","c2_3_71_s1_q3_gen1_sug1.png__gen2_sug1.png","c2_3_71_s1_q3_gen1_sug1.png__gen2_sug1.png","c2_3","71","1","3","Are there regions that appear as outliers in their reliance on either public or private higher education institutions relative to most states?","charts/c2_3/71/sum1_ques3","gen1_sug1.png","gen2_sug1.png"
"170","c2_3_71_s2_q3_gen3_sug1.png__gen3_sug2.png","c2_3_71_s2_q3_gen3_sug1.png__gen3_sug2.png","c2_3","71","2","3","Are there regions where institution names indicate stronger thematic clustering around missions such as technology, health, or religion?","charts/c2_3/71/sum2_ques3","gen3_sug1.png","gen3_sug2.png"
"171","c2_3_133_s1_q1_gen3_sug1.png__gen3_sug2.png","c2_3_133_s1_q1_gen3_sug1.png__gen3_sug2.png","c2_3","133","1","1","How does average bike rental volume differ between weekdays, weekends, and public holidays over time?","charts/c2_3/133/sum1_ques1","gen3_sug1.png","gen3_sug2.png"
"172","c2_3_133_s1_q2_gen1_sug1.png__gen1_sug3.png","c2_3_133_s1_q2_gen1_sug1.png__gen1_sug3.png","c2_3","133","1","2","What recurring daily or weekly usage patterns emerge in bike rental counts when comparing weekends to regular weekdays?","charts/c2_3/133/sum1_ques2","gen1_sug1.png","gen1_sug3.png"
"173","c2_3_133_s2_q3_gen1_sug1.png__gen1_sug2.png","c2_3_133_s2_q3_gen1_sug1.png__gen1_sug2.png","c2_3","133","2","3","Are there noticeable drops or anomalies in rental counts during periods of unusually high wind speed compared to typical conditions?","charts/c2_3/133/sum2_ques3","gen1_sug1.png","gen1_sug2.png"
"174","c2_3_174_s1_q1_174","c2_3_174_s1_q1_174","c2_3","174","1","1","What is the relationship between hours spent per day spent listening to music and self reported anxiety levels?","charts/c2_3/174/sum1_ques1","",""
"175","c2_3_174_s2_q1_gen1_sug4.png__gen2_sug1.png","c2_3_174_s2_q1_gen1_sug4.png__gen2_sug1.png","c2_3","174","2","1","How does the likelihood of exploratory listening vary across different age groups?","charts/c2_3/174/sum2_ques1","gen1_sug4.png","gen2_sug1.png"
"176","c2_3_174_s2_q3_gen2_sug1.png__gen2_sug4.png","c2_3_174_s2_q3_gen2_sug1.png__gen2_sug4.png","c2_3","174","2","3","How is listening to music in foreign languages distributed across age groups?","charts/c2_3/174/sum2_ques3","gen2_sug1.png","gen2_sug4.png"
"177","c2_3_317_s1_q2_gen2_sug4.png__gen1_sug1.png","c2_3_317_s1_q2_gen2_sug4.png__gen1_sug1.png","c2_3","317","1","2","Which cities have the highest concentration of large hotels based on total rooms within the top category ratings?","charts/c2_3/317/sum1_ques2","gen2_sug4.png","gen1_sug1.png"
"178","c2_3_389_s1_q3_gen2_sug3.png__gen1_sug4.png","c2_3_389_s1_q3_gen2_sug3.png__gen1_sug4.png","c2_3","389","1","3","Are there any countries that stand out as outliers in terms of internet user counts compared to the rest of the dataset?","charts/c2_3/389/sum1_ques3","gen2_sug3.png","gen1_sug4.png"
"179","c2_3_397_s3_q1_gen1_sug1.png__gen1_sug2.png","c2_3_397_s3_q1_gen1_sug1.png__gen1_sug2.png","c2_3","397","3","1","How do Amazon, Microsoft, and Google compare in total interaction volume across the listed peer companies?","charts/c2_3/397/sum3_ques1","gen1_sug1.png","gen1_sug2.png"
"180","c2_3_462_s3_q1_gen2_sug2.png__gen1_sug1.png","c2_3_462_s3_q1_gen2_sug2.png__gen1_sug1.png","c2_3","462","3","1","How do Huawei and ZTE mobile phone sales compare to each other across the 22 reporting quarters?","charts/c2_3/462/sum3_ques1","gen2_sug2.png","gen1_sug1.png"
"181","c2_3_462_s1_q2_gen2_sug1.png__gen1_sug2.png","c2_3_462_s1_q2_gen2_sug1.png__gen1_sug2.png","c2_3","462","1","2","In which quarters does Apple come closest to matching Samsung's global sales volume, indicating shifts in relative competitive strength?","charts/c2_3/462/sum1_ques2","gen2_sug1.png","gen1_sug2.png"
"182","c2_3_462_s1_q2_gen2_sug1.png__gen2_sug2.png","c2_3_462_s1_q2_gen2_sug1.png__gen2_sug2.png","c2_3","462","1","2","In which quarters does Apple come closest to matching Samsung's global sales volume, indicating shifts in relative competitive strength?","charts/c2_3/462/sum1_ques2","gen2_sug1.png","gen2_sug2.png"
"183","c2_3_462_s1_q3_gen2_sug1.png__gen2_sug3.png","c2_3_462_s1_q3_gen2_sug1.png__gen2_sug3.png","c2_3","462","1","3","Are there quarters where Samsung or Apple show unusually sharp rises or drops in sales compared to their own typical seasonal patterns?","charts/c2_3/462/sum1_ques3","gen2_sug1.png","gen2_sug3.png"
"184","c2_3_462_s5_q1_gen2_sug3.png__gen1_sug1.png","c2_3_462_s5_q1_gen2_sug3.png__gen1_sug1.png","c2_3","462","5","1","What proportion of total combined sales does each vendor account for in the last quarter?","charts/c2_3/462/sum5_ques1","gen2_sug3.png","gen1_sug1.png"
"185","c2_3_133_s2_q2_gen2_sug3.png__gen2_sug1.png","c2_3_133_s2_q2_gen2_sug3.png__gen2_sug1.png","c2_3","133","2","2","What is the difference in average bike rentals between hours with low humidity near 25% and very high humidity close to 100%?","charts/c2_3/133/sum2_ques2","gen2_sug3.png","gen2_sug1.png"
"186","c2_3_133_s2_q4_gen1_sug1.png__gen1_sug4.png","c2_3_133_s2_q4_gen1_sug1.png__gen1_sug4.png","c2_3","133","2","4","How do bike rental counts distribute across different ambient temperature levels during a typical day?","charts/c2_3/133/sum2_ques4","gen1_sug1.png","gen1_sug4.png"
"187","c2_3_226_s2_q1_gen1_sug1.png__gen1_sug3.png","c2_3_226_s2_q1_gen1_sug1.png__gen1_sug3.png","c2_3","226","2","1","Which 10 countries show the highest temperature anomaly in 2020, reaching values close to or above 1.5°C?","charts/c2_3/226/sum2_ques1","gen1_sug1.png","gen1_sug3.png"
"188","c2_3_226_s1_q2_gen1_sug3.png__gen1_sug1.png","c2_3_226_s1_q2_gen1_sug3.png__gen1_sug1.png","c2_3","226","1","2","How does the global aggregate compare to individual countries in temperature change between the early 1960s and 2022?","charts/c2_3/226/sum1_ques2","gen1_sug3.png","gen1_sug1.png"
"189","c2_3_226_s1_q2_gen1_sug1.png__gen2_sug4.png","c2_3_226_s1_q2_gen1_sug1.png__gen2_sug4.png","c2_3","226","1","2","How does the global aggregate compare to individual countries in temperature change between the early 1960s and 2022?","charts/c2_3/226/sum1_ques2","gen1_sug1.png","gen2_sug4.png"
